Artist and Title,Days,T10,Pk,(x?),PkStreams,Total
José Feliciano-Feliz Navidad,300,14,7,,"12,993,457","645,036,849"
Dean Martin-Let It Snow! Let It Snow! Let It Snow!,255,22,6,,"14,324,413","644,930,938"
Charlie Puth-Left and Right (Feat. Jung Kook of BTS),356,21,3,(x1),"6,792,908","643,640,467"
Post Malone-Goodbyes (Feat. Young Thug),329,91,2,(x4),"5,447,814","642,262,659"
Maluma-Según Quién,336,,16,,"3,043,340","642,000,250"
Chappell Roan-Pink Pony Club,321,,18,,"4,125,297","637,952,741"
The Weeknd-Can't Feel My Face,577,189,1,(x5),"2,925,515","637,039,729"
Shawn Mendes-Stitches,683,142,5,,"2,291,821","635,743,564"
Justin Bieber-Mistletoe,362,,11,,"10,213,509","632,794,891"
Yandel-Yandel 150,244,52,7,,"4,238,967","630,470,976"
Rauw Alejandro-Desesperados,378,52,8,,"3,113,737","628,708,102"
Logic-1-800-273-8255,448,56,3,(x1),"3,458,946","626,129,879"
cassö-Prada,319,,14,,"3,202,209","625,532,304"
Quevedo-Columbia,252,62,5,,"4,556,279","623,093,837"
Charli xcx-Guess featuring billie eilish,305,14,3,(x1),"6,857,314","622,607,989"
Twenty One Pilots-Heathens,437,85,4,,"3,863,076","622,389,311"
Mark Ronson-Uptown Funk,738,151,1,(x63),"2,421,134","620,555,229"
Billie Eilish-LUNCH,198,30,1,(x5),"12,168,561","611,567,800"
Desiigner-Panda,497,93,3,(x11),"3,714,266","609,762,129"
The Weeknd-I Feel It Coming,475,56,4,,"3,435,234","608,108,332"
Major Lazer-Light It Up,524,3,8,,"2,425,423","605,924,015"
Kendrick Lamar-tv off,223,25,5,,"7,484,875","605,327,467"
The Neighbourhood-Daddy Issues,693,,91,,"1,289,430","604,813,843"
Oscar Maydon-Tu Boda,241,36,4,,"6,237,387","601,796,111"
Michael Bublé-Holly Jolly Christmas,329,2,10,,"9,979,369","600,167,781"
Billie Eilish-bury a friend,401,53,2,(x7),"5,563,996","598,467,877"
Lizzo-About Damn Time,307,19,7,,"4,088,930","597,904,592"
Journey-Don't Stop Believin' (2022 Remaster),407,,61,,"1,974,814","596,701,166"
Khalid-Young Dumb & Broke,544,,11,,"2,368,458","595,568,074"
Lady Gaga-Rain On Me,380,49,1,(x6),"6,894,472","593,097,652"
Y2K-Lalala,392,29,4,,"3,613,343","592,313,504"
Khalid-Better,446,16,7,,"3,411,739","591,620,073"
Peso Pluma-LADY GAGA,262,12,6,,"3,817,424","591,410,870"
Drake-Hotline Bling,556,130,1,(x1),"3,365,102","591,265,781"
iñigo quintero-Si No Estás,210,55,1,(x3),"6,249,607","589,851,338"
Drake-Nice For What,298,71,1,(x18),"6,443,974","589,260,626"
Olivia Rodrigo-happier,456,,12,,"4,422,879","589,128,302"
Sabrina Carpenter-Feather,328,,31,,"2,489,216","584,511,152"
Selena Gomez-Wolves,400,94,3,(x9),"3,722,111","582,792,356"
Pop Smoke-What You Know Bout Love,345,42,5,,"3,821,525","581,103,859"
Future-Like That,222,28,4,,"7,424,723","580,254,084"
Tainy-Lo Siento BB:/,364,2,7,,"3,833,415","578,952,205"
Creedence Clearwater Revival-Have You Ever Seen The Rain,410,,58,,"2,097,322","577,991,045"
Alec Benjamin-Let Me Down Slowly,586,,21,,"2,117,171","577,951,301"
Zedd-Stay,381,78,5,,"3,449,228","577,000,515"
Mark Ambor-Belong Together,268,,18,,"3,865,058","575,887,259"
Martin Garrix-In the Name of Love,414,70,5,,"3,245,603","575,747,087"
Nio Garcia-Te Boté - Remix,366,18,7,,"3,082,629","574,736,720"
The Weeknd-Die For You,263,28,3,(x2),"6,413,659","572,611,838"
Black Eyed Peas-RITMO (Bad Boys For Life),330,33,6,,"3,895,457","572,464,627"
Future-Mask Off,400,59,5,,"3,722,691","571,042,619"
Sia-Unstoppable,537,,89,,"1,420,085","570,236,042"
Riton-Friday,343,,11,,"3,391,219","569,644,083"
Camila Cabello-Bam Bam,281,29,5,,"3,320,445","566,167,429"
Bad Bunny-WHERE SHE GOES,183,63,1,(x2),"8,237,840","565,528,743"
Bruno Mars-Talking to the Moon,528,,42,,"1,838,568","563,315,027"
Juice WRLD-All Girls Are The Same,636,,22,,"2,332,215","560,706,165"
"G-Eazy-Me, Myself & I",490,101,3,(x4),"2,715,808","560,137,570"
Bad Bunny-Neverita,321,,11,,"6,148,906","558,855,581"
Avicii-The Nights,775,,15,,"2,676,227","558,342,055"
JP Saxe-If The World Was Ending,543,,37,,"1,622,945","556,523,647"
Jason Derulo-Swalla,377,43,5,,"3,397,657","556,313,459"
Clean Bandit-Symphony,419,11,9,,"3,175,664","554,856,999"
Coldplay-The Scientist,720,,63,,"1,838,896","553,776,098"
Chappell Roan-HOT TO GO!,279,,19,,"2,977,476","552,448,731"
The Kid LAROI-WITHOUT YOU,328,49,6,,"2,951,839","551,151,192"
Unknown Artist-No Me Conoce - Remix,420,,17,,"2,285,536","550,798,902"
Bad Bunny-NUEVAYoL,180,29,5,,"8,031,545","550,367,087"
Harry Styles-Falling,618,,18,,"3,073,344","549,628,217"
Sabrina Carpenter-Bed Chem,247,9,9,,"4,301,297","549,081,206"
Dave-Sprinter,227,35,4,,"4,580,405","548,993,255"
BlocBoy JB-Look Alive,392,48,6,,"3,456,501","547,583,102"
Kali Uchis-Moonlight,330,,34,,"2,202,739","546,198,904"
Zara Larsson-Lush Life,637,,14,,"1,871,808","545,990,676"
Rvssian-Santa,237,,12,,"4,874,921","544,804,225"
Beyoncé-CUFF IT,303,,11,,"3,450,238","542,712,809"
DNCE-Cake By The Ocean,559,,12,,"2,345,115","540,907,345"
Drake-Too Good,339,117,5,,"2,990,051","539,908,098"
Clean Bandit-Solo,339,48,7,,"3,625,328","538,330,585"
Drake-Rich Flex,227,29,1,(x2),"10,479,067","536,529,430"
Ed Sheeran-Galway Girl,408,35,2,(x7),"4,758,418","536,301,550"
Hailee Steinfeld-Starving,468,,11,,"2,397,722","536,221,362"
Dua Lipa-Houdini,252,7,2,(x1),"5,424,356","535,327,813"
Twenty One Pilots-Ride,547,9,9,,"2,311,720","535,230,933"
Ariana Grande-Side To Side,417,73,6,,"3,081,499","534,974,548"
MEDUZA-Piece Of Your Heart,427,,13,,"2,571,819","534,038,311"
The Kid LAROI-NIGHTS LIKE THIS,292,,34,,"2,477,910","533,817,805"
The Chainsmokers-Paris,348,77,2,(x23),"4,279,110","531,460,400"
Måneskin-I WANNA BE YOUR SLAVE,272,32,8,,"4,338,367","531,189,317"
XXXTENTACION-Revenge,503,,24,,"2,377,815","529,832,796"
SZA-Nobody Gets Me,335,2,7,,"4,524,097","528,233,624"
Khalid-Location,549,,33,,"1,618,740","527,974,262"
Travis Scott-BUTTERFLY EFFECT,573,,30,,"2,701,244","527,592,249"
Rauw Alejandro-Qué Pasaría...,231,,13,,"4,298,237","527,560,291"
Bruno Mars-24K Magic,437,43,5,,"3,109,808","526,733,023"
Sam Smith-How Do You Sleep?,304,45,7,,"3,323,651","526,607,118"
Ariana Grande-34+35,314,26,2,(x1),"6,029,516","525,225,592"
Ed Sheeran-Castle on the Hill,389,70,2,(x15),"5,631,276","521,758,591"
Julia Michaels-Issues,447,4,9,,"2,995,183","521,324,799"
Richy Mitch & The Coal Miners-Evergreen,301,,31,,"2,401,898","521,216,863"
GIVĒON-Heartbreak Anniversary,331,25,8,,"3,483,944","521,117,880"
Calvin Harris-Promises,363,50,4,,"3,491,483","520,088,625"
Jack Ü-Where Are Ü Now,549,144,3,(x3),"1,952,323","519,124,349"
Jack Harlow-First Class,199,43,1,(x1),"10,665,270","519,064,354"
Meek Mill-Going Bad,393,6,8,,"2,777,063","518,669,657"
The Ronettes-Sleigh Ride,248,2,9,,"10,884,432","518,452,605"
Bad Bunny-LA NOCHE DE ANOCHE,283,23,2,(x2),"6,631,602","515,478,688"
Ali Gatie-It's You,462,,27,,"1,911,957","515,455,971"
Sam Smith-Stay With Me,901,147,2,(x8),"1,283,703","514,907,518"
Becky G-MAMIII,270,50,5,,"3,724,525","512,627,407"
Arcángel-La Jumpa,210,31,7,,"4,234,260","511,364,205"
Axwell /\ Ingrosso-More Than You Know,431,,14,,"2,526,853","511,247,072"
Taylor Swift-Karma,302,8,8,,"10,776,931","510,340,340"
Drake-Laugh Now Cry Later,308,38,2,(x7),"4,940,552","509,626,265"
Demi Lovato-Sorry Not Sorry,381,16,7,,"2,952,488","507,635,767"
Queen-Another One Bites The Dust - Remastered 2011,602,,32,,"1,663,155","506,194,386"
J. Cole-MIDDLE CHILD,382,29,2,(x4),"5,564,318","505,742,320"
Shawn Mendes-If I Can't Have You,366,51,3,(x3),"4,389,428","504,465,150"
DJ Khaled-Wild Thoughts,284,79,2,(x28),"4,822,700","503,946,320"
Kali Uchis-telepatía,287,41,2,(x7),"4,194,349","503,089,033"
XXXTENTACION-changes,487,7,4,,"6,141,143","501,903,226"
Taylor Swift-Style,279,,12,,"3,188,443","501,391,084"
Loud Luxury-Body,456,,18,,"2,464,650","500,601,776"
RAYE-Escapism.,216,16,9,,"3,787,106","500,599,996"
Surf Mesa-ily,321,15,9,,"2,956,048","500,335,917"
TOTO-Africa,623,,113,,"1,565,682","499,917,010"
Drake-Money In The Grave (Drake ft. Rick Ross),378,30,4,,"4,019,849","499,848,542"
Portugal. The Man-Feel It Still,448,,17,,"2,138,241","498,277,206"
Jonas Blue-Fast Car,432,31,10,,"2,504,935","498,114,284"
Polo G-RAPSTAR,302,35,3,(x14),"4,940,022","498,088,134"
Liam Payne-Strip That Down,329,59,8,,"3,002,377","497,367,993"
Ariana Grande-Stuck with U,333,20,1,(x1),"6,583,884","496,819,267"
Junior H-El Azul,254,,11,,"3,529,514","496,307,413"
Surfaces-Sunday Best,312,,12,,"2,925,191","496,024,986"
Martin Garrix-Scared to Be Lonely,397,27,5,,"3,450,826","493,845,185"
Lizzo-Truth Hurts,316,,15,,"2,464,925","492,421,247"
NF-Let You Down,327,77,6,,"3,032,537","492,237,653"
Drake-Passionfruit,399,40,2,(x16),"5,587,887","491,722,119"
Band Aid-Do They Know It's Christmas? - 1984 Version,293,4,3,(x1),"7,690,866","490,291,472"
Rudimental-These Days,359,11,9,,"2,928,307","489,637,307"
Frank Sinatra-Let It Snow! Let It Snow! Let It Snow!,318,2,10,,"7,848,893","489,559,270"
XXXTENTACION-Fuck Love,545,3,5,,"5,398,344","488,482,779"
ZAYN-Dusk Till Dawn,291,73,3,(x2),"3,365,644","486,959,789"
Post Malone-I Like You (A Happier Song),291,3,6,,"4,373,313","486,900,993"
"Tyler, The Creator-Like Him",243,,20,,"4,552,988","485,334,472"
Travis Scott-I KNOW ?,278,,11,,"6,789,555","485,248,773"
ZAYN-PILLOWTALK,413,87,1,(x11),"3,781,525","484,589,224"
Selena Gomez-Lose You To Love Me,266,37,1,(x3),"8,166,076","482,751,556"
The Chainsmokers-Roses,488,43,7,,"2,161,881","482,541,088"
J Balvin-UN DIA (ONE DAY) (Feat. Tainy),342,11,9,,"3,171,918","482,046,740"
Surf Curse-Freaks,450,,50,,"1,542,683","481,934,352"
Bad Bunny-VOY A LLeVARTE PA PR,180,25,7,,"6,323,200","481,731,201"
Bad Bunny-EoO,180,7,9,,"5,418,939","481,720,976"
Bad Bunny-Party,232,25,6,,"7,130,704","481,255,049"
Khalid-Love Lies,349,5,9,,"3,002,171","480,886,683"
The Weeknd-I Was Never There,357,1,8,,"3,535,917","480,668,998"
"Dan + Shay-10,000 Hours",391,21,5,,"3,675,426","480,638,282"
Maroon 5-Payphone,492,,63,,"1,363,984","480,461,317"
Wiz Khalifa-See You Again,567,111,1,(x34),"3,578,943","480,069,378"
Duncan Laurence-Arcade,405,,14,,"2,315,473","480,064,510"
CKay-love nwantiti (ah ah ah),285,6,9,,"3,529,602","479,396,386"
Offset-Ric Flair Drip,476,,29,,"1,682,554","478,857,864"
ROSALÍA-BESO,195,31,4,,"5,349,715","477,500,978"
Oasis-Wonderwall - Remastered,746,,16,,"3,494,822","477,405,441"
"gnash-i hate u, i love u",403,,13,,"2,022,716","476,399,590"
Jung Kook-3D,213,25,1,(x1),"8,470,334","476,368,539"
Nicky Jam-X,234,72,3,(x1),"3,945,044","476,282,186"
J Balvin-Qué Más Pues?,249,9,9,,"4,139,680","473,158,904"
Bad Bunny-Tarot,240,6,5,,"7,642,942","472,434,945"
WALK THE MOON-Shut Up and Dance,701,,13,,"1,519,047","471,933,393"
The Weeknd-Save Your Tears (Remix),418,,42,,"1,838,630","471,524,517"
Nirvana-Smells Like Teen Spirit - Remastered,470,,98,,"1,444,327","471,402,090"
Tory Lanez-The Color Violet,380,,60,,"1,692,553","471,377,989"
Tito Double P-DOS DÍAS,244,,24,,"2,755,400","471,142,451"
Kodak Black-ZEZE,273,67,3,(x5),"4,452,210","470,553,282"
Taylor Swift-I Can Do It With a Broken Heart,178,12,3,(x1),"13,650,325","469,720,658"
Carín León-Primera Cita,275,,18,,"2,640,819","469,275,094"
Linkin Park-The Emptiness Machine,197,26,5,,"6,441,158","468,866,546"
Metro Boomin-Too Many Nights,359,,26,,"2,795,996","468,255,768"
Nicky Youre-Sunroof,331,,27,,"2,220,588","468,233,889"
Drake-Fake Love,329,68,5,,"3,161,371","468,058,701"
yung kai-blue,215,,22,,"2,961,787","467,097,703"
Lil Nas X-Old Town Road,258,70,2,(x1),"4,331,942","466,704,871"
KAROL G-BICHOTA,231,67,2,(x1),"3,903,196","465,700,353"
Juice WRLD-Come & Go,325,33,2,(x1),"5,350,650","465,253,095"
The Weeknd-In Your Eyes,363,7,4,,"4,822,111","465,080,582"
Michael Marcagi-Scared To Start,258,,22,,"2,942,309","463,814,659"
Ed Sheeran-Happier,628,5,7,,"3,524,292","463,581,393"
ACRAZE-Do It To It,281,17,6,,"4,648,931","463,480,303"
New West-Those Eyes,358,,75,,"1,546,922","462,363,405"
Bazzi-Mine,345,44,3,(x7),"3,442,457","462,048,429"
Robin Schulz-Sugar,488,35,7,,"2,046,642","461,442,340"
Shakira-Te Felicito,273,,12,,"3,473,687","460,727,036"
Jaymes Young-Infinity,298,4,10,,"2,671,517","459,392,948"
Aventura-Volví,282,7,7,,"4,408,752","459,276,354"
Maluma-Felices los 4,331,,16,,"2,638,301","459,227,992"
¥$-CARNIVAL,137,48,1,(x1),"6,842,727","458,896,948"
Beyoncé-TEXAS HOLD 'EM,146,49,1,(x2),"6,630,465","457,396,714"
Starley-Call On Me - Ryan Riback Extended Remix,330,,12,,"2,574,373","457,018,897"
Calvin Harris-Feels,265,74,5,,"3,499,197","456,897,665"
Pitbull-Give Me Everything,324,,58,,"2,124,394","456,892,679"
Doja Cat-Streets,329,12,7,,"2,765,213","456,882,894"
LISA-MONEY,266,31,5,,"4,359,380","456,750,403"
Cris MJ-Una Noche en Medellín,268,16,6,,"2,919,397","456,544,356"
Lady Gaga-Abracadabra,151,22,2,(x1),"8,450,162","455,923,237"
MEDUZA-Lose Control,382,,27,,"2,036,769","454,152,887"
Sia-Chandelier,791,124,2,(x1),"1,305,917","453,681,884"
Rihanna-Needed Me,409,,13,,"2,104,004","451,689,841"
NewJeans-OMG,230,,11,,"3,140,808","451,165,651"
Doja Cat-Agora Hills,212,,13,,"3,163,985","451,020,545"
Maroon 5-Sugar,630,79,3,(x27),"1,951,680","450,265,505"
Luis Fonsi-Échame La Culpa,281,52,5,,"2,948,993","449,846,353"
Maroon 5-Don't Wanna Know,284,90,4,,"3,122,855","449,618,312"
Justin Bieber-Holy,255,41,4,,"4,687,166","449,332,869"
Drake-Nonstop,306,18,1,(x3),"9,298,297","449,175,595"
Taylor Swift-Lavender Haze,238,18,2,(x5),"16,419,161","447,677,666"
Peso Pluma-PRC,190,11,8,,"4,053,056","446,473,148"
Jonas Blue-Mama,312,,11,,"2,831,676","445,091,863"
Eminem-Houdini,146,22,2,(x3),"9,187,418","444,466,440"
Natanael Cano-Madonna,220,,15,,"3,611,369","443,726,321"
Myke Towers-LA FALDA,245,,20,,"3,003,443","443,234,063"
Bad Bunny-VeLDÁ,180,14,8,,"5,881,515","443,079,008"
Lil Baby-Drip Too Hard (Lil Baby & Gunna),343,,12,,"2,521,699","441,029,078"
Paulo Londra-Adan y Eva,291,1,10,,"2,701,993","440,769,331"
21 Savage-redrum,164,28,6,,"4,392,161","440,050,958"
21 Savage-Bank Account,367,,21,,"2,110,041","439,636,001"
Queen-Don't Stop Me Now - Remastered 2011,511,,47,,"1,539,298","438,821,496"
Adam Port-Move,231,,17,,"3,225,246","438,617,990"
"Ariana Grande-break up with your girlfriend, i'm bored",237,49,2,(x17),"7,709,744","437,732,762"
Xavi-La Víctima,180,19,6,,"4,148,718","437,442,061"
Meghan Trainor-Made You Look,205,8,9,,"3,412,241","436,275,519"
DJ Snake-Middle,443,,15,,"2,166,471","436,216,031"
Tiësto-The Motto,305,,20,,"2,177,584","435,785,120"
Nat King Cole-The Christmas Song (Merry Christmas To You),240,,14,,"9,014,824","434,861,502"
Hailee Steinfeld-Let Me Go,340,,14,,"2,180,938","434,632,263"
Plan B-Es un Secreto,330,,82,,"1,730,840","434,529,317"
Jonas Blue-Perfect Strangers,409,,12,,"2,592,140","434,087,179"
Olivia Rodrigo-favorite crime,338,,11,,"3,789,940","433,840,875"
Myke Towers-Bandido,236,43,5,,"3,152,486","433,748,141"
The Marías-No One Noticed,237,,32,,"2,451,627","433,187,521"
Luis R Conriquez-Si No Quieres No,225,,21,,"3,263,223","432,531,390"
Sheck Wes-Mo Bamba,296,1,10,,"2,697,820","431,461,701"
Carín León-Que Vuelvas,278,,30,,"2,409,277","429,890,862"
Justin Bieber-Yummy,202,50,2,(x6),"5,715,468","428,561,308"
Mabel-Don't Call Me Up,310,3,9,,"2,683,806","426,511,177"
BENEE-Supalonely,226,2,10,,"2,999,999","426,415,038"
SZA-Good Days,282,32,5,,"3,131,896","426,139,423"
Grupo Frontera-EL AMOR DE SU VIDA,266,,24,,"2,192,746","425,499,533"
Childish Gambino-Redbone,521,,34,,"1,761,215","425,196,987"
Calvin Harris-How Deep Is Your Love,442,98,3,(x11),"2,088,623","425,117,823"
Teddy Swims-Bad Dreams,243,,41,,"2,457,331","424,256,384"
W Sound-La Plena - W Sound 05,128,89,4,,"4,187,761","421,865,585"
DJ Snake-Loco Contigo,247,10,8,,"3,128,737","421,359,572"
Khalid-Talk,307,9,10,,"2,986,035","420,957,076"
Juice WRLD-Wishing Well,306,14,6,,"4,340,046","420,630,823"
Lil Uzi Vert-Just Wanna Rock,250,,27,,"2,473,640","420,344,496"
Billie Eilish-Therefore I Am,235,28,2,(x7),"5,829,722","420,200,116"
Shakira-Chantaje,352,,11,,"2,522,138","420,178,904"
Jonas Blue-Rise,311,,11,,"3,084,279","419,661,649"
Libianca-People,240,,34,,"2,336,360","419,641,214"
CJ-Whoopty,255,25,8,,"2,889,189","418,959,455"
Natanael Cano-AMG,184,,11,,"3,626,717","417,971,315"
Jay Wheeler-La Curiosidad,287,,19,,"2,379,352","415,811,917"
David Guetta-2U,219,76,3,(x10),"4,407,218","415,539,830"
Selena Gomez-Back To You,305,19,4,,"3,546,654","414,829,197"
Miley Cyrus-Angels Like You,247,,19,,"2,542,994","414,543,956"
Fetty Wap-Trap Queen,561,68,7,,"1,654,480","412,797,596"
Maroon 5-Maps,615,50,5,,"1,508,556","410,941,964"
Chris Brown-No Guidance,319,1,8,,"3,048,025","410,659,384"
Doja Cat-You Right,360,,14,,"3,834,435","410,249,087"
Feid-Normal,333,,27,,"2,096,930","410,100,172"
Sebastian Yatra-Pareja Del Año,245,7,9,,"3,424,701","409,836,602"
Ellie Goulding-Love Me Like You Do,525,98,2,(x2),"2,736,325","407,547,214"
Pop Smoke-Dior,469,,34,,"1,894,448","406,659,769"
Migos-Bad and Boujee,409,10,8,,"2,912,104","406,657,213"
Lunay-Soltera - Remix,263,24,7,,"3,064,807","406,319,389"
Los Legendarios-Fiel,211,43,7,,"3,804,749","405,556,753"
The Weeknd-Reminder,353,,25,,"1,783,256","405,373,518"
Billie Eilish-ocean eyes,518,,83,,"1,618,720","404,852,625"
Neton Vega-Loco,181,,14,,"4,403,686","404,525,909"
Calvin Harris-Slide,257,,12,,"2,756,988","404,437,723"
Fuerza Regida-HARLEY QUINN,176,1,10,,"3,771,128","402,932,190"
Shawn Mendes-Mercy,406,,19,,"1,915,350","402,786,765"
Peso Pluma-LA PATRULLA,219,,29,,"2,602,093","402,777,043"
Ozuna-Vaina Loca,278,,12,,"2,506,025","402,745,785"
NewJeans-Super Shy,192,8,4,,"4,726,910","401,458,677"
Alleh-capaz (merengueton),194,,34,,"2,783,445","401,310,695"
6ix9ine-FEFE,212,56,2,(x11),"4,552,685","399,749,761"
Kygo-Higher Love,397,,25,,"2,125,893","399,605,223"
Oliver Tree-Miss You,180,2,9,,"3,331,100","399,444,717"
Juice WRLD-Bandit,325,1,6,,"3,354,970","398,769,847"
ROSALÍA-Con Altura,322,,28,,"1,918,789","398,495,826"
David Guetta-I Don't Wanna Wait,215,,33,,"2,747,461","396,712,188"
Tate McRae-Sports car,161,,14,,"3,536,111","396,633,282"
Rae Sremmurd-Black Beatles,306,56,1,(x11),"4,839,904","396,390,487"
Bad Bunny-Safaera,260,11,7,,"3,694,044","396,269,194"
Tiësto-Jackie Chan,267,,11,,"3,282,147","396,140,498"
Rauw Alejandro-Khé?,194,,21,,"3,337,499","395,713,930"
Mora-Volando - Remix,297,,19,,"2,811,719","393,603,448"
Kanye West-Heartless,303,,72,,"1,881,409","393,249,659"
Coldplay-Sparks,301,,47,,"1,950,923","392,749,414"
Bad Bunny-MONACO,146,26,1,(x7),"12,445,382","391,727,754"
"Ariana Grande-yes, and?",138,29,1,(x8),"11,212,602","390,055,717"
Kygo-Firestone,579,53,4,,"1,354,798","388,100,502"
NATTI NATASHA-Criminal,329,,16,,"1,955,034","388,049,247"
Lauv-i'm so tired...,305,,17,,"2,351,454","387,164,446"
Justin Bieber-Lonely,215,31,5,,"3,672,939","385,388,896"
BLACKPINK-Pink Venom,187,35,1,(x3),"7,937,046","384,934,801"
BLACKPINK-Shut Down,227,17,1,(x6),"6,601,921","384,743,677"
Calvin Harris-My Way,276,34,7,,"2,908,256","382,393,243"
Jason Derulo-Want to Want Me,499,97,3,(x28),"2,110,635","382,237,095"
The Neighbourhood-Softcore,330,,31,,"1,704,140","381,951,089"
Ariana Grande-Into You,346,,12,,"2,265,842","381,650,138"
Metro Boomin-Superhero (Heroes & Villains) [with Future & Chris Brown],217,1,9,,"3,539,810","381,226,013"
Sevdaliza-Alibi,153,,12,,"4,570,682","379,953,817"
OMI-Cheerleader (Felix Jaehn Remix),312,181,2,(x14),"2,177,833","379,323,288"
Sech-Otro Trago,208,64,4,,"3,873,412","379,255,058"
MEDUZA-Paradise,299,,24,,"2,005,116","378,173,508"
THE SCOTTS-THE SCOTTS,192,48,1,(x7),"7,446,848","376,778,402"
Zara Larsson-Never Forget You,398,,21,,"1,612,602","376,580,925"
Imagine Dragons-Natural,326,,13,,"2,633,269","376,064,392"
Future-WAIT FOR U,263,2,5,,"3,389,422","375,638,009"
FloyyMenor-PELIGROSA,227,,23,,"2,751,782","375,372,576"
Post Malone-White Iverson,729,,36,,"917,051","374,104,170"
Shawn Mendes-In My Blood,360,4,4,,"3,842,434","373,232,548"
Lil Nas X-Panini,221,21,6,,"3,824,604","372,265,570"
Bing Crosby-White Christmas,267,1,10,,"6,557,406","371,981,989"
Galantis-No Money,292,41,9,,"2,678,457","371,953,792"
JENNIE-like JENNIE,119,54,5,,"4,370,596","370,536,348"
Wisin-Escápate Conmigo,354,,36,,"1,605,002","370,528,815"
DJ Khaled-POPSTAR,280,7,4,,"4,282,116","370,178,717"
Rauw Alejandro-LOKERA,245,,37,,"2,134,213","370,033,935"
Tito Double P-EL LOKERON,182,,19,,"3,095,262","369,544,193"
sombr-back to friends,108,60,2,(x15),"5,278,429","369,481,526"
Zion & Lennox-Otra vez,462,,38,,"1,176,076","369,056,927"
Cheat Codes-Sex,328,6,10,,"2,543,625","368,802,602"
Ariana Grande-God is a woman,228,35,2,(x7),"4,258,244","368,492,837"
Metro Boomin-Trance,271,,42,,"2,384,243","368,321,591"
Jin-Running Wild,183,4,6,,"5,394,468","368,284,118"
KAROL G-MI EX TENÍA RAZÓN,235,,15,,"3,172,787","367,921,040"
Passenger-Let Her Go,922,,47,,"1,140,796","367,357,322"
Nio Garcia-AM Remix,247,,11,,"3,683,264","367,271,465"
Teddy Swims-The Door,269,,88,,"1,713,919","366,831,958"
XXXTENTACION-Look At Me!,518,,21,,"2,448,985","365,132,150"
BLACKPINK-How You Like That,257,14,2,(x2),"4,894,830","364,910,816"
Post Malone-Candy Paint,354,,16,,"3,007,149","364,888,257"
zzoilo-Mon Amour - Remix,315,,30,,"1,847,480","364,236,867"
Mike Perry-The Ocean,284,,11,,"2,255,510","364,142,361"
Shakin' Stevens-Merry Christmas Everyone,213,,16,,"8,465,910","363,987,982"
Lil Wayne-Sucker For Pain,348,19,10,,"2,731,930","362,506,220"
Chris Rea-Driving Home for Christmas - 2019 Remaster,176,1,9,,"8,436,727","361,732,066"
KYLE-iSpy,338,,18,,"2,099,569","361,633,750"
Kendrick Lamar-DNA.,331,15,3,(x5),"5,247,033","361,390,580"
Dennis Lloyd-Nevermind,247,,17,,"2,354,159","360,631,826"
Burl Ives-A Holly Jolly Christmas - Single Version,230,,13,,"8,634,458","360,151,435"
Sech-Relación - Remix,222,,11,,"2,762,369","359,409,969"
Anuel AA-Secreto,226,8,9,,"3,086,532","358,927,858"
